Donor_id,Months since Last Donation,Number of Donations,Total Volume Donated (c.c.),Months since First Donation,Made Donation in March 2007
3555,6,22,5500,28,1
3556,2,44,11000,98,0
3557,2,11,2750,23,0
3558,2,21,5250,52,1
3559,4,4,1000,4,1
3560,2,11,2750,26,0
3561,2,11,2750,28,0
3562,3,14,3500,35,1
3563,4,6,1500,14,0
3564,3,5,1250,12,1
3565,4,33,8250,98,1
3566,3,10,2500,33,1
3567,4,10,2500,28,1
3568,2,11,2750,40,1
3569,2,11,2750,41,1
3570,4,13,3250,39,1
3571,1,10,2500,43,1
3572,4,9,2250,28,0
3573,2,5,1250,16,1
3574,2,6,1500,22,1
3575,4,5,1250,16,1
3576,2,4,1000,14,1
3577,2,4,1000,14,0
3578,2,6,1500,26,0
3579,4,5,1250,16,1
3580,2,7,1750,32,1
3581,2,6,1500,26,1
3582,2,8,2000,38,1
3583,2,2,500,4,1
3584,2,6,1500,28,1
3585,4,2,500,4,1
3586,1,14,3500,95,0
3587,2,3,750,11,0
3588,2,12,3000,70,1
3589,4,7,1750,32,1
3590,4,4,1000,16,0
3591,2,6,1500,35,1
3592,2,3,750,14,0
3593,2,4,1000,23,0
3594,4,4,1000,18,1
3595,5,6,1500,28,0
3596,4,6,1500,30,1
3597,14,5,1250,14,1
3598,3,8,2000,50,0
3599,4,9,2250,52,1
3600,4,16,4000,98,1
3601,2,9,2250,75,0
3602,4,6,1500,35,1
3603,4,9,2250,55,0
3604,4,6,1500,35,1
3605,2,6,1500,45,0
3606,2,6,1500,47,0
3607,4,2,500,9,0
3608,2,2,500,11,1
3609,4,6,1500,38,1
3610,9,9,2250,38,0
3611,11,5,1250,18,0
3612,2,3,750,21,1
3613,2,1,250,2,0
3614,2,1,250,2,1
3615,2,1,250,2,0
3616,2,1,250,2,1
3617,2,1,250,2,0
3618,2,1,250,2,1
3619,2,1,250,2,1
3620,2,1,250,2,1
3621,2,1,250,2,0
3622,2,3,750,22,0
3623,9,11,2750,49,1
3624,3,5,1250,38,0
3625,3,1,250,3,1
3626,4,6,1500,43,0
3627,2,3,750,24,0
3628,12,11,2750,39,1
3629,2,2,500,14,1
3630,9,3,750,14,0
3631,14,8,2000,26,0
3632,4,2,500,13,1
3633,4,11,2750,95,0
3634,4,1,250,4,1
3635,4,1,250,4,1
3636,4,1,250,4,0
3637,4,1,250,4,1
3638,4,1,250,4,0
3639,4,1,250,4,1
3640,4,1,250,4,1
3641,4,1,250,4,0
3642,4,7,1750,62,0
3643,4,4,1000,34,1
3644,11,6,1500,28,0
3645,13,3,750,14,1
3646,9,9,2250,54,0
3647,11,2,500,11,0
3648,2,5,1250,63,1
3649,7,11,2750,89,0
3650,8,9,2250,64,1
3651,2,2,500,22,1
3652,11,16,4000,89,0
3653,4,5,1250,58,0
3654,14,7,1750,35,1
3655,11,4,1000,27,0
3656,7,9,2250,89,1
3657,7,5,1250,52,0
3658,11,6,1500,41,1
3659,10,5,1250,38,0
3660,14,2,500,14,1
3661,14,2,500,14,0
3662,14,2,500,14,1
3663,2,2,500,33,1
3664,11,3,750,23,0
3665,14,8,2000,46,1
3666,9,1,250,9,0
3667,16,5,1250,27,1
3668,14,4,1000,26,0
3669,4,2,500,30,0
3670,14,3,750,21,1
3671,16,16,4000,77,0
3672,4,2,500,31,0
3673,14,8,2000,50,1
3674,11,3,750,26,1
3675,14,7,1750,45,1
3676,15,5,1250,33,0
3677,16,2,500,16,1
3678,16,3,750,21,0
3679,11,8,2000,72,1
3680,11,1,250,11,1
3681,11,1,250,11,1
3682,11,1,250,11,1
3683,2,3,750,75,1
3684,2,3,750,77,0
3685,16,4,1000,28,1
3686,16,15,3750,87,0
3687,16,14,3500,83,1
3688,16,10,2500,62,0
3689,16,3,750,23,1
3690,14,3,750,26,0
3691,23,19,4750,62,1
3692,11,7,1750,75,1
3693,20,14,3500,69,1
3694,4,2,500,46,0
3695,11,2,500,25,1
3696,11,3,750,37,1
3697,13,7,1750,76,0
3698,16,6,1500,50,0
3699,14,3,750,33,1
3700,14,1,250,14,1
3701,14,1,250,14,0
3702,14,1,250,14,1
3703,14,1,250,14,1
3704,17,7,1750,58,1
3705,14,3,750,35,0
3706,16,7,1750,64,1
3707,21,2,500,21,1
3708,16,3,750,35,0
3709,16,1,250,16,1
3710,16,1,250,16,0
3711,16,1,250,16,1
3712,16,1,250,16,0
3713,16,1,250,16,1
3714,11,4,1000,74,0
3715,21,6,1500,48,1
3716,23,2,500,23,1
3717,23,6,1500,45,1
3718,14,2,500,35,1
3719,16,4,1000,58,0
3720,16,5,1250,71,0
3721,21,2,500,26,1
3722,21,3,750,35,0
3723,23,8,2000,69,1
3724,21,3,750,38,0
3725,21,3,750,40,1
3726,21,1,250,21,0
3727,21,1,250,21,1
3728,25,6,1500,50,0
3729,21,1,250,21,1
3730,21,1,250,21,0
3731,23,3,750,39,1
3732,21,2,500,33,1
3733,14,3,750,79,0
3734,23,1,250,23,1
3735,23,1,250,23,1
3736,23,1,250,23,0
3737,23,1,250,23,1
3738,23,1,250,23,0
3739,23,1,250,23,1
3740,16,3,750,86,0
3741,21,2,500,52,1
3742,39,1,250,39,0
3743,72,1,250,72,1
3744,2,1,250,2,0
3745,2,1,250,2,0
3746,2,1,250,2,1
3747,2,1,250,2,1
3748,11,10,2500,35,0
3749,11,4,1000,16,1
3750,4,6,1500,41,1
3751,2,3,750,22,0
3752,4,4,1000,26,1
3753,10,4,1000,16,0
3754,2,4,1000,35,0
3755,4,12,3000,88,1
3756,13,8,2000,26,1
3757,4,5,1250,34,0
3758,4,5,1250,35,1
3759,4,7,1750,52,0
3760,4,7,1750,52,0
3761,2,2,500,14,0
3762,2,5,1250,47,1
3763,9,8,2000,38,1
3764,4,6,1500,47,0
3765,9,9,2250,45,1
3766,4,6,1500,52,1
3767,4,7,1750,58,0
3768,6,2,500,11,1
3769,11,9,2250,38,0
3770,2,2,500,16,0
3771,2,7,1750,76,1
3772,11,6,1500,27,1
3773,11,3,750,14,1
3774,4,1,250,4,0
3775,4,1,250,4,0
3776,4,1,250,4,1
3777,4,1,250,4,1
3778,4,1,250,4,0
3779,4,1,250,4,1
3780,4,1,250,4,1
3781,4,1,250,4,0
3782,4,1,250,4,1
3783,4,1,250,4,0
3784,4,3,750,24,1
3785,4,1,250,4,1
3786,4,1,250,4,0
3787,4,1,250,4,1
3788,10,8,2000,39,1
3789,14,7,1750,26,0
3790,8,10,2500,63,0
3791,4,2,500,14,1
3792,2,4,1000,43,1
3793,8,9,2250,58,0
3794,8,8,2000,52,1
3795,11,22,5500,98,0
3796,4,3,750,25,1
3797,11,17,4250,79,1
3798,9,2,500,11,1
3799,4,5,1250,46,0
3800,7,12,3000,86,1
3801,11,2,500,11,0
3802,11,2,500,11,1
3803,2,6,1500,75,1
3804,11,8,2000,41,1
3805,11,3,750,16,1
3806,12,13,3250,59,0
3807,2,3,750,35,1
3808,16,8,2000,28,0
3809,11,7,1750,37,1
3810,4,3,750,28,0
3811,12,12,3000,58,1
3812,4,4,1000,41,0
3813,11,14,3500,73,1
3814,4,5,1250,58,0
3815,4,4,1000,43,1
3816,3,2,500,23,0
3817,11,8,2000,46,1
3818,4,7,1750,82,1
3819,13,4,1000,21,0
3820,16,7,1750,28,1
3821,7,2,500,16,1
3822,4,5,1250,58,1
3823,4,5,1250,58,0
3824,4,4,1000,46,1
3825,14,13,3250,57,1
3826,4,3,750,34,1
3827,14,18,4500,78,0
3828,11,8,2000,48,1
3829,14,16,4000,70,0
3830,14,4,1000,22,1
3831,14,5,1250,26,1
3832,8,2,500,16,0
3833,11,2,500,14,1
3834,4,2,500,23,0
3835,14,3,750,19,1
3836,16,12,3000,50,1
3837,11,4,1000,28,1
3838,11,5,1250,35,0
3839,2,4,1000,70,1
3840,14,5,1250,28,1
3841,14,2,500,14,1
3842,14,2,500,14,1
3843,14,2,500,14,0
3844,14,6,1500,34,1
3845,11,5,1250,37,1
3846,4,5,1250,74,0
3847,11,3,750,23,0
3848,11,5,1250,38,1
3849,12,9,2250,60,0
3850,9,1,250,9,1
3851,9,1,250,9,0
3852,4,2,500,29,1
3853,11,2,500,17,0
3854,14,4,1000,26,1
3855,11,9,2250,72,1
3856,11,5,1250,41,0
3857,9,5,1250,51,1
3858,14,8,2000,50,1
3859,16,7,1750,38,0
3860,14,2,500,16,0
3861,14,16,4000,98,1
3862,14,4,1000,28,1
3863,16,7,1750,39,0
3864,14,7,1750,47,1
3865,16,6,1500,35,1
3866,11,3,750,28,0
3867,11,1,250,11,1
3868,9,3,750,34,0
3869,14,4,1000,30,0
3870,23,38,9500,98,1
3871,11,1,250,11,1
3872,11,1,250,11,0
3873,11,1,250,11,1
3874,11,1,250,11,1
3875,11,1,250,11,1
3876,11,2,500,21,0
3877,11,5,1250,50,1
3878,11,2,500,21,0
3879,16,4,1000,28,1
3880,14,3,750,26,0
3881,9,2,500,26,1
3882,14,6,1500,51,1
3883,11,2,500,24,0
3884,4,3,750,71,1
3885,21,13,3250,57,1
3886,11,6,1500,71,0
3887,14,2,500,21,1
3888,23,15,3750,57,0
3889,14,4,1000,38,0
3890,11,2,500,26,1
3891,16,5,1250,40,1
3892,4,2,500,51,1
3893,14,4,1000,40,0
3894,11,3,750,40,1
3895,14,5,1250,50,0
3896,14,1,250,14,1
3897,14,1,250,14,0
3898,14,1,250,14,1
3899,14,1,250,14,0
3900,14,1,250,14,1
3901,14,7,1750,72,0
3902,14,1,250,14,1
3903,9,3,750,52,1
3904,14,7,1750,73,0
3905,11,4,1000,58,1
3906,11,4,1000,59,0
3907,4,2,500,59,1
3908,11,4,1000,61,0
3909,16,4,1000,40,1
3910,16,10,2500,89,0
3911,21,2,500,21,1
3912,21,3,750,26,0
3913,16,8,2000,76,0
3914,21,3,750,26,1
3915,18,2,500,23,0
3916,23,5,1250,33,0
3917,16,3,750,34,1
3918,14,5,1250,64,1
3919,14,3,750,41,1
3920,16,1,250,16,0
3921,16,1,250,16,0
3922,16,1,250,16,1
3923,16,1,250,16,1
3924,16,1,250,16,0
3925,16,1,250,16,1
3926,16,4,1000,45,0
3927,16,1,250,16,1
3928,16,1,250,16,0
3929,16,1,250,16,0
3930,21,2,500,23,1
3931,21,2,500,23,0
3932,14,4,1000,57,1
3933,16,5,1250,60,0
3934,23,2,500,23,0
3935,14,5,1250,74,1
3936,23,3,750,28,0
3937,16,3,750,40,1
3938,9,2,500,52,0
3939,9,2,500,52,1
3940,16,7,1750,87,1
3941,14,2,500,35,0
3942,16,7,1750,93,1
3943,21,2,500,25,0
3944,14,3,750,52,1
3945,18,8,2000,95,0
3946,16,3,750,46,1
3947,11,3,750,76,0
3948,23,12,3000,86,0
3949,21,3,750,35,1
3950,23,2,500,26,0
3951,23,2,500,26,1
3952,23,3,750,33,1
3953,23,2,500,28,0
3954,21,1,250,21,1
3955,21,1,250,21,0
3956,21,1,250,21,1
3957,21,1,250,21,0
3958,21,1,250,21,0
3959,21,1,250,21,1
3960,21,1,250,21,0
3961,21,1,250,21,1
3962,21,1,250,21,1
3963,21,1,250,21,0
3964,21,1,250,21,1
3965,21,5,1250,60,0
3966,23,4,1000,45,1
3967,21,4,1000,52,0
3968,22,1,250,22,1
3969,11,2,500,70,0
3970,23,5,1250,58,1
3971,23,3,750,40,1
3972,23,3,750,41,0
3973,14,3,750,83,1
3974,21,2,500,35,0
3975,26,5,1250,49,1
3976,23,6,1500,70,0
3977,23,1,250,23,1
3978,23,1,250,23,0
3979,23,1,250,23,1
3980,23,1,250,23,0
3981,23,1,250,23,1
3982,23,1,250,23,0
3983,23,1,250,23,1
3984,23,4,1000,53,1
3985,21,6,1500,86,0
3986,21,3,750,64,1
3987,16,2,500,70,1
3988,21,3,750,70,1
3989,23,4,1000,87,1
3990,23,3,750,89,1
3991,35,3,750,64,1
3992,74,1,250,74,1
3993,2,43,10750,86,1
3994,6,22,5500,28,1
3995,2,44,11000,98,0
3996,2,11,2750,23,0
3997,2,21,5250,52,1
3998,4,4,1000,4,1
3999,2,11,2750,26,0
4000,2,11,2750,28,0
4001,3,14,3500,35,1
4002,4,6,1500,14,0
4003,3,5,1250,12,1
4004,4,33,8250,98,1
4005,3,10,2500,33,1
4006,4,10,2500,28,1
4007,2,11,2750,40,1
4008,2,11,2750,41,1
4009,4,13,3250,39,1
4010,1,10,2500,43,1
4011,4,9,2250,28,0
4012,2,5,1250,16,1
4013,2,6,1500,22,1
4014,4,5,1250,16,1
4015,2,4,1000,14,1
4016,2,4,1000,14,0
4017,2,6,1500,26,0
4018,4,5,1250,16,1
4019,2,7,1750,32,1
4020,2,6,1500,26,1
4021,2,8,2000,38,1
4022,2,2,500,4,1
4023,2,6,1500,28,1
4024,4,2,500,4,1
4025,1,14,3500,95,0
4026,2,3,750,11,0
4027,2,12,3000,70,1
4028,4,7,1750,32,1
4029,4,4,1000,16,0
4030,2,6,1500,35,1
4031,2,3,750,14,0
4032,2,4,1000,23,0
4033,4,4,1000,18,1
4034,5,6,1500,28,0
4035,4,6,1500,30,1
4036,14,5,1250,14,1
4037,3,8,2000,50,0
4038,4,9,2250,52,1
4039,4,16,4000,98,1
4040,2,9,2250,75,0
4041,4,6,1500,35,1
4042,4,9,2250,55,0
4043,4,6,1500,35,1
4044,2,6,1500,45,0
4045,2,6,1500,47,0
4046,4,2,500,9,0
4047,2,2,500,11,1
4048,4,6,1500,38,1
4049,9,9,2250,38,0
4050,11,5,1250,18,0
4051,2,3,750,21,1
4052,2,1,250,2,0
4053,2,1,250,2,1
4054,2,1,250,2,0
4055,2,1,250,2,1
4056,2,1,250,2,0
4057,2,1,250,2,1
4058,2,1,250,2,1
4059,2,1,250,2,1
4060,2,1,250,2,0
4061,2,3,750,22,0
4062,9,11,2750,49,1
4063,3,5,1250,38,0
4064,3,1,250,3,1
4065,4,6,1500,43,0
4066,2,3,750,24,0
4067,12,11,2750,39,1
4068,2,2,500,14,1
4069,9,3,750,14,0
4070,14,8,2000,26,0
4071,4,2,500,13,1
4072,4,11,2750,95,0
4073,4,1,250,4,1
4074,4,1,250,4,1
4075,4,1,250,4,0
4076,4,1,250,4,1
4077,4,1,250,4,0
4078,4,1,250,4,1
4079,4,1,250,4,1
4080,4,1,250,4,0
4081,4,7,1750,62,0
4082,4,4,1000,34,1
4083,11,6,1500,28,0
4084,13,3,750,14,1
4085,9,9,2250,54,0
4086,11,2,500,11,0
4087,2,5,1250,63,1
4088,7,11,2750,89,0
4089,8,9,2250,64,1
4090,2,2,500,22,1
4091,11,16,4000,89,0
4092,4,5,1250,58,0
4093,14,7,1750,35,1
4094,11,4,1000,27,0
4095,7,9,2250,89,1
4096,7,5,1250,52,0
4097,11,6,1500,41,1
4098,10,5,1250,38,0
4099,14,2,500,14,1
4100,14,2,500,14,0
4101,14,2,500,14,1
4102,2,2,500,33,1
4103,11,3,750,23,0
4104,14,8,2000,46,1
4105,9,1,250,9,0
4106,16,5,1250,27,1
4107,14,4,1000,26,0
4108,4,2,500,30,0
4109,14,3,750,21,1
4110,16,16,4000,77,0
4111,4,2,500,31,0
4112,14,8,2000,50,1
4113,11,3,750,26,1
4114,14,7,1750,45,1
4115,15,5,1250,33,0
4116,16,2,500,16,1
4117,16,3,750,21,0
4118,11,8,2000,72,1
4119,11,1,250,11,1
4120,11,1,250,11,1
4121,11,1,250,11,1
4122,2,3,750,75,1
4123,2,3,750,77,0
4124,16,4,1000,28,1
4125,16,15,3750,87,0
4126,16,14,3500,83,1
4127,16,10,2500,62,0
4128,16,3,750,23,1
4129,14,3,750,26,0
4130,23,19,4750,62,1
4131,11,7,1750,75,1
4132,20,14,3500,69,1
4133,4,2,500,46,0
4134,11,2,500,25,1
4135,11,3,750,37,1
4136,13,7,1750,76,0
4137,16,6,1500,50,0
4138,14,3,750,33,1
4139,14,1,250,14,1
4140,14,1,250,14,0
4141,14,1,250,14,1
4142,14,1,250,14,1
4143,17,7,1750,58,1
4144,14,3,750,35,0
4145,16,7,1750,64,1
4146,21,2,500,21,1
4147,16,3,750,35,0
4148,16,1,250,16,1
4149,16,1,250,16,0
4150,16,1,250,16,1
4151,16,1,250,16,0
4152,16,1,250,16,1
4153,11,4,1000,74,0
4154,21,6,1500,48,1
4155,23,2,500,23,1
4156,23,6,1500,45,1
4157,14,2,500,35,1
4158,16,4,1000,58,0
4159,16,5,1250,71,0
4160,21,2,500,26,1
4161,21,3,750,35,0
4162,23,8,2000,69,1
4163,21,3,750,38,0
4164,21,3,750,40,1
4165,21,1,250,21,0
4166,21,1,250,21,1
4167,25,6,1500,50,0
4168,21,1,250,21,1
4169,21,1,250,21,0
4170,23,3,750,39,1
4171,21,2,500,33,1
4172,14,3,750,79,0
4173,23,1,250,23,1
4174,23,1,250,23,1
4175,23,1,250,23,0
4176,23,1,250,23,1
4177,23,1,250,23,0
4178,23,1,250,23,1
4179,16,3,750,86,0
4180,21,2,500,52,1
4181,39,1,250,39,0
4182,72,1,250,72,1
4183,2,50,12500,98,1
4184,0,13,3250,28,1
4185,1,16,4000,35,1
4186,2,20,5000,45,1
4187,1,24,6000,77,0
4188,4,4,1000,4,1
4189,2,7,1750,14,1
4190,1,12,3000,35,0
4191,5,46,11500,98,1
4192,0,3,750,4,0
4193,2,10,2500,28,1
4194,1,13,3250,47,0
4195,2,6,1500,15,1
4196,2,5,1250,11,1
4197,2,14,3500,48,1
4198,2,15,3750,49,1
4199,2,6,1500,15,1
4200,2,3,750,4,1
4201,2,3,750,4,1
4202,4,11,2750,28,0
4203,2,6,1500,16,1
4204,2,6,1500,16,1
4205,4,14,3500,40,0
4206,4,6,1500,14,1
4207,4,8,2000,21,1
4208,1,14,3500,58,0
4209,4,10,2500,28,1
4210,4,10,2500,28,1
4211,2,16,4000,64,0
4212,2,8,2000,28,1
4213,2,12,3000,47,1
4214,4,6,1500,16,1
4215,4,7,1750,22,1
4216,2,13,3250,53,1
4217,2,5,1250,16,0
4218,2,5,1250,16,1
4219,2,5,1250,16,0
4220,4,20,5000,69,1
4221,4,9,2250,28,1
4222,2,9,2250,36,0
4223,2,2,500,2,1
4224,2,2,500,2,1
4225,2,2,500,2,0
4226,2,11,2750,46,1
4227,2,11,2750,46,1
4228,2,6,1500,22,0
4229,4,5,1250,14,1
4230,4,19,4750,69,1
4231,4,8,2000,26,1
4232,2,7,1750,28,1
4233,3,6,1500,21,0
4234,2,8,2000,35,1
4235,4,5,1250,16,1
4236,3,16,4000,74,0
4237,2,4,1000,14,1
4238,0,2,500,4,0
4239,4,7,1750,25,1
4240,1,9,2250,51,0
4241,2,4,1000,16,1
4242,2,4,1000,16,1
4243,4,17,4250,71,1
4244,2,2,500,4,0
4245,2,2,500,4,1
4246,2,2,500,4,1
4247,2,4,1000,16,1
4248,2,2,500,4,0
4249,2,2,500,4,1
4250,2,4,1000,16,1
4251,2,4,1000,16,0
4252,2,4,1000,16,1
4253,2,6,1500,28,1
4254,2,6,1500,28,0
4255,4,2,500,4,1
4256,4,2,500,4,0
4257,2,7,1750,35,1
4258,4,2,500,4,1
4259,4,2,500,4,0
4260,4,2,500,4,0
4261,12,11,2750,23,1
4262,3,17,4250,86,0
4263,4,9,2250,38,1
4264,4,8,2000,34,1
4265,4,9,2250,40,1
4266,2,5,1250,26,0
4267,6,17,4250,70,0
4268,0,8,2000,59,1
4269,2,3,750,14,1
4270,2,10,2500,64,0
4271,4,9,2250,46,1
4272,4,5,1250,23,0
4273,4,8,2000,40,1
4274,2,12,3000,82,1
4275,11,24,6000,64,0
4276,2,7,1750,46,1
4277,4,11,2750,61,0
4278,1,7,1750,57,1
4279,2,11,2750,79,1
4280,2,3,750,16,1
4281,4,5,1250,26,1
4282,2,6,1500,41,1
4283,2,5,1250,33,1
4284,2,4,1000,26,0
4285,2,5,1250,34,0
4286,4,8,2000,46,1
4287,4,8,2000,48,1
4288,2,2,500,10,1
4289,4,5,1250,28,0
4290,2,2,500,10,1
4291,2,11,2750,88,1
4292,2,3,750,19,1
4293,2,5,1250,37,1
4294,9,5,1250,19,0
4295,2,2,500,11,1
4296,2,9,2250,74,0
4297,4,3,750,16,1
4298,4,3,750,16,1
4299,4,2,500,9,1
4300,6,3,750,14,0
4301,2,2,500,11,1
4302,2,2,500,11,1
4303,2,2,500,11,0
4304,2,7,1750,58,1
4305,2,1,250,2,1
4306,2,1,250,2,0
4307,2,1,250,2,1
4308,2,1,250,2,0
4309,2,1,250,2,1
4310,2,1,250,2,0
4311,2,1,250,2,1
4312,2,1,250,2,0
4313,2,1,250,2,1
4314,2,1,250,2,1
4315,2,1,250,2,1
4316,2,1,250,2,0
4317,2,1,250,2,1
4318,2,1,250,2,1
4319,2,1,250,2,1
4320,2,1,250,2,0
4321,2,1,250,2,0
4322,2,1,250,2,1
4323,2,1,250,2,1
4324,11,10,2500,35,0
4325,11,4,1000,16,1
4326,4,6,1500,41,1
4327,2,3,750,22,0
4328,4,4,1000,26,1
4329,10,4,1000,16,0
4330,2,4,1000,35,0
4331,4,12,3000,88,1
4332,13,8,2000,26,1
4333,4,5,1250,34,0
4334,4,5,1250,35,1
4335,4,7,1750,52,0
4336,4,7,1750,52,0
4337,2,2,500,14,0
4338,2,5,1250,47,1
4339,9,8,2000,38,1
4340,4,6,1500,47,0
4341,9,9,2250,45,1
4342,4,6,1500,52,1
4343,4,7,1750,58,0
4344,6,2,500,11,1
4345,11,9,2250,38,0
4346,2,2,500,16,0
4347,2,7,1750,76,1
4348,11,6,1500,27,1
4349,11,3,750,14,1
4350,4,1,250,4,0
4351,4,1,250,4,0
4352,4,1,250,4,1
4353,4,1,250,4,1
4354,4,1,250,4,0
4355,4,1,250,4,1
4356,4,1,250,4,1
4357,4,1,250,4,0
4358,4,1,250,4,1
4359,4,1,250,4,0
4360,4,3,750,24,1
4361,4,1,250,4,1
4362,4,1,250,4,0
4363,4,1,250,4,1
4364,10,8,2000,39,1
4365,14,7,1750,26,0
4366,8,10,2500,63,0
4367,4,2,500,14,1
4368,2,4,1000,43,1
4369,8,9,2250,58,0
4370,8,8,2000,52,1
4371,11,22,5500,98,0
4372,4,3,750,25,1
4373,11,17,4250,79,1
4374,9,2,500,11,1
4375,4,5,1250,46,0
4376,7,12,3000,86,1
4377,11,2,500,11,0
4378,11,2,500,11,1
4379,2,6,1500,75,1
4380,11,8,2000,41,1
4381,11,3,750,16,1
4382,12,13,3250,59,0
4383,2,3,750,35,1
4384,16,8,2000,28,0
4385,11,7,1750,37,1
4386,4,3,750,28,0
4387,12,12,3000,58,1
4388,4,4,1000,41,0
4389,11,14,3500,73,1
4390,4,5,1250,58,0
4391,4,4,1000,43,1
4392,3,2,500,23,0
4393,11,8,2000,46,1
4394,4,7,1750,82,1
4395,13,4,1000,21,0
4396,16,7,1750,28,1
4397,7,2,500,16,1
4398,4,5,1250,58,1
4399,4,5,1250,58,0
4400,4,4,1000,46,1
4401,14,13,3250,57,1
4402,4,3,750,34,1
4403,14,18,4500,78,0
4404,11,8,2000,48,1
4405,14,16,4000,70,0
4406,14,4,1000,22,1
4407,14,5,1250,26,1
4408,8,2,500,16,0
4409,11,2,500,14,1
4410,4,2,500,23,0
4411,14,3,750,19,1
4412,16,12,3000,50,1
4413,11,4,1000,28,1
4414,11,5,1250,35,0
4415,2,4,1000,70,1
4416,14,5,1250,28,1
4417,14,2,500,14,1
4418,14,2,500,14,1
4419,14,2,500,14,0
4420,14,6,1500,34,1
4421,11,5,1250,37,1
4422,4,5,1250,74,0
4423,11,3,750,23,0
4424,11,5,1250,38,1
4425,12,9,2250,60,0
4426,9,1,250,9,1
4427,9,1,250,9,0
4428,4,2,500,29,1
4429,11,2,500,17,0
4430,14,4,1000,26,1
4431,11,9,2250,72,1
4432,11,5,1250,41,0
4433,9,5,1250,51,1
4434,14,8,2000,50,1
4435,16,7,1750,38,0
4436,14,2,500,16,0
4437,14,16,4000,98,1
4438,14,4,1000,28,1
4439,16,7,1750,39,0
4440,14,7,1750,47,1
4441,16,6,1500,35,1
4442,11,3,750,28,0
4443,11,1,250,11,1
4444,9,3,750,34,0
4445,14,4,1000,30,0
4446,23,38,9500,98,1
4447,11,1,250,11,1
4448,11,1,250,11,0
4449,11,1,250,11,1
4450,11,1,250,11,1
4451,11,1,250,11,1
4452,11,2,500,21,0
4453,11,5,1250,50,1
4454,11,2,500,21,0
4455,16,4,1000,28,1
4456,14,3,750,26,0
4457,9,2,500,26,1
4458,14,6,1500,51,1
4459,11,2,500,24,0
4460,4,3,750,71,1
4461,21,13,3250,57,1
4462,11,6,1500,71,0
4463,14,2,500,21,1
4464,23,15,3750,57,0
4465,14,4,1000,38,0
4466,11,2,500,26,1
4467,16,5,1250,40,1
4468,4,2,500,51,1
4469,14,4,1000,40,0
4470,11,3,750,40,1
4471,14,5,1250,50,0
4472,14,1,250,14,1
4473,14,1,250,14,0
4474,14,1,250,14,1
4475,14,1,250,14,0
4476,14,1,250,14,1
4477,14,7,1750,72,0
4478,14,1,250,14,1
4479,9,3,750,52,1
4480,14,7,1750,73,0
4481,11,4,1000,58,1
4482,11,4,1000,59,0
4483,4,2,500,59,1
4484,11,4,1000,61,0
4485,16,4,1000,40,1
4486,16,10,2500,89,0
4487,21,2,500,21,1
4488,21,3,750,26,0
4489,16,8,2000,76,0
4490,21,3,750,26,1
4491,18,2,500,23,0
4492,23,5,1250,33,0
4493,16,3,750,34,1
4494,14,5,1250,64,1
4495,14,3,750,41,1
4496,16,1,250,16,0
4497,16,1,250,16,0
4498,16,1,250,16,1
4499,16,1,250,16,1
4500,16,1,250,16,0
4501,16,1,250,16,1
4502,16,4,1000,45,0
4503,16,1,250,16,1
4504,16,1,250,16,0
4505,16,1,250,16,0
4506,21,2,500,23,1
4507,21,2,500,23,0
4508,14,4,1000,57,1
4509,16,5,1250,60,0
4510,23,2,500,23,0
4511,14,5,1250,74,1
4512,23,3,750,28,0
4513,16,3,750,40,1
4514,9,2,500,52,0
4515,9,2,500,52,1
4516,16,7,1750,87,1
4517,14,2,500,35,0
4518,16,7,1750,93,1
4519,21,2,500,25,0
4520,14,3,750,52,1
4521,18,8,2000,95,0
4522,16,3,750,46,1
4523,11,3,750,76,0
4524,23,12,3000,86,0
4525,21,3,750,35,1
4526,23,2,500,26,0
4527,23,2,500,26,1
4528,23,3,750,33,1
4529,23,2,500,28,0
4530,21,1,250,21,1
4531,21,1,250,21,0
4532,21,1,250,21,1
4533,21,1,250,21,0
4534,21,1,250,21,0
4535,21,1,250,21,1
4536,21,1,250,21,0
4537,21,1,250,21,1
4538,21,1,250,21,1
4539,21,1,250,21,0
4540,21,1,250,21,1
4541,21,5,1250,60,0
4542,23,4,1000,45,1
4543,21,4,1000,52,0
4544,22,1,250,22,1
4545,11,2,500,70,0
4546,23,5,1250,58,1
4547,23,3,750,40,1
4548,23,3,750,41,0
4549,14,3,750,83,1
4550,21,2,500,35,0
4551,26,5,1250,49,1
4552,23,6,1500,70,0
4553,23,1,250,23,1
4554,23,1,250,23,0
4555,23,1,250,23,1
4556,23,1,250,23,0
4557,23,1,250,23,1
4558,23,1,250,23,0
4559,23,1,250,23,1
4560,23,4,1000,53,1
4561,21,6,1500,86,0
4562,21,3,750,64,1
4563,16,2,500,70,1
4564,21,3,750,70,1
4565,23,4,1000,87,1
4566,23,3,750,89,1
4567,35,3,750,64,1
4568,74,1,250,74,1
4569,2,43,10750,86,1
4570,6,22,5500,28,1
4571,2,44,11000,98,0
4572,2,11,2750,23,0
4573,2,21,5250,52,1
4574,4,4,1000,4,1
4575,2,11,2750,26,0
4576,2,11,2750,28,0
4577,3,14,3500,35,1
4578,4,6,1500,14,0
4579,3,5,1250,12,1
4580,4,33,8250,98,1
4581,3,10,2500,33,1
4582,4,10,2500,28,1
4583,2,11,2750,40,1
4584,2,11,2750,41,1
4585,4,13,3250,39,1
